shipping_id,order_id,shipping_date,return_date,shipping providers,delivery_status
18765,15441,2021-10-11,2021-10-22,bluedart,Returned 
18766,10239,2021-09-14,2021-09-23,bluedart,Returned 
18767,20107,2021-08-19,2021-08-26,bluedart,Returned 
18768,15345,2021-08-14,2021-08-22,bluedart,Returned 
18769,16895,2021-08-15,2021-08-26,bluedart,Returned 
18770,15949,2021-08-15,2021-08-25,bluedart,Returned 
18771,6328,2021-07-29,2021-08-06,bluedart,Returned 
18772,20787,2021-07-19,2021-07-31,bluedart,Returned 
18773,2281,2021-06-30,2021-07-14,bluedart,Returned 
18774,19132,2021-06-22,2021-06-30,bluedart,Returned 
18775,10975,2021-05-25,2021-06-07,bluedart,Returned 
18776,16402,2021-05-12,2021-05-26,bluedart,Returned 
18777,16519,2021-04-23,2021-04-30,bluedart,Returned 
18778,4900,2021-04-15,2021-04-29,bluedart,Returned 
18779,10569,2021-04-11,2021-04-23,bluedart,Returned 
18780,522,2021-03-14,2021-03-25,bluedart,Returned 
18781,3260,2021-02-08,2021-02-19,bluedart,Returned 
18782,19675,2021-01-12,2021-01-24,bluedart,Returned 
18783,3838,2020-11-09,2020-11-20,bluedart,Returned 
18784,18319,2020-10-30,2020-11-10,bluedart,Returned 
18785,9219,2020-10-18,2020-10-29,bluedart,Returned 
18786,6505,2020-09-04,2020-09-16,bluedart,Returned 
18787,6643,2020-07-27,2020-08-05,bluedart,Returned 
18788,12494,2020-07-03,2020-07-12,bluedart,Returned 
18789,17202,2020-06-20,2020-06-28,bluedart,Returned 
18790,2848,2020-05-28,2020-06-08,bluedart,Returned 
18791,5833,2020-04-26,2020-05-06,bluedart,Returned 
18792,1822,2020-04-09,2020-04-23,bluedart,Returned 
18793,5600,2020-03-22,2020-04-01,bluedart,Returned 
18794,18889,2020-03-06,2020-03-18,bluedart,Returned 
18795,3245,2020-03-01,2020-03-13,bluedart,Returned 
18796,7125,2020-02-02,2020-02-15,bluedart,Returned 
18797,8524,2020-02-01,2020-02-11,bluedart,Returned 
18798,811,2020-01-21,2020-02-01,bluedart,Returned 
18799,21554,2024-07-25,2024-08-01,bluedart,Returned 
18800,21552,2024-03-26,2024-04-03,bluedart,Returned 
18801,8661,2024-01-20,2024-01-28,bluedart,Returned 
18802,954,2024-01-08,2024-01-15,bluedart,Returned 
18803,7532,2024-01-04,2024-01-13,bluedart,Returned 
18804,8458,2023-12-18,2023-12-25,bluedart,Returned 
18805,11008,2023-12-13,2023-12-20,bluedart,Returned 
18806,19515,2023-11-26,2023-12-04,bluedart,Returned 
18807,1108,2023-10-26,2023-11-08,bluedart,Returned 
18808,14743,2023-10-24,2023-11-06,bluedart,Returned 
18809,7338,2023-10-14,2023-10-21,bluedart,Returned 
18810,422,2023-09-21,2023-10-03,bluedart,Returned 
18811,13184,2023-09-03,2023-09-16,bluedart,Returned 
18812,15304,2023-08-20,2023-09-02,bluedart,Returned 
18813,1105,2023-08-11,2023-08-22,bluedart,Returned 
18814,787,2023-07-18,2023-07-27,bluedart,Returned 
18815,10091,2023-07-06,2023-07-17,bluedart,Returned 
18816,18196,2023-06-29,2023-07-07,bluedart,Returned 
18817,15977,2023-06-17,2023-06-26,bluedart,Returned 
18818,18422,2023-06-03,2023-06-11,bluedart,Returned 
18819,11505,2023-05-28,2023-06-10,bluedart,Returned 
18820,11227,2023-05-13,2023-05-26,bluedart,Returned 
18821,1088,2023-04-29,2023-05-12,bluedart,Returned 
18822,12491,2023-04-23,2023-04-30,bluedart,Returned 
18823,4032,2023-03-28,2023-04-08,bluedart,Returned 
18824,10940,2023-03-06,2023-03-20,bluedart,Returned 
18825,16220,2023-02-16,2023-02-24,bluedart,Returned 
18826,2117,2023-01-23,2023-02-04,bluedart,Returned 
18827,2821,2023-01-20,2023-01-31,bluedart,Returned 
18828,4193,2023-01-14,2023-01-28,bluedart,Returned 
18829,10430,2023-01-04,2023-01-11,bluedart,Returned 
18830,7674,2023-01-04,2023-01-16,bluedart,Returned 
18831,3286,2022-12-15,2022-12-22,bluedart,Returned 
18832,6917,2022-12-03,2022-12-13,bluedart,Returned 
18833,13315,2022-11-01,2022-11-13,bluedart,Returned 
18834,643,2022-09-29,2022-10-13,bluedart,Returned 
18835,7462,2022-09-25,2022-10-05,bluedart,Returned 
18836,7713,2022-07-31,2022-08-12,bluedart,Returned 
18837,7517,2022-07-18,2022-07-28,bluedart,Returned 
18838,12362,2022-07-22,2022-08-04,bluedart,Returned 
18839,13086,2022-07-20,2022-07-28,bluedart,Returned 
18840,6426,2022-07-12,2022-07-22,bluedart,Returned 
18841,18212,2022-07-14,2022-07-26,bluedart,Returned 
18842,8294,2022-07-08,2022-07-18,bluedart,Returned 
18843,13125,2022-06-30,2022-07-10,bluedart,Returned 
18844,20034,2022-06-27,2022-07-10,bluedart,Returned 
18845,5121,2022-06-25,2022-07-03,bluedart,Returned 
18846,10313,2022-06-13,2022-06-25,bluedart,Returned 
18847,16681,2022-06-08,2022-06-16,bluedart,Returned 
18848,12322,2022-05-18,2022-05-25,bluedart,Returned 
18849,4923,2022-04-27,2022-05-04,bluedart,Returned 
18850,11789,2022-04-22,2022-05-01,bluedart,Returned 
18851,19754,2022-04-07,2022-04-15,bluedart,Returned 
18852,20514,2022-04-05,2022-04-14,bluedart,Returned 
18853,10978,2022-04-07,2022-04-16,bluedart,Returned 
18854,19767,2022-03-23,2022-04-04,bluedart,Returned 
18855,20933,2022-03-15,2022-03-24,bluedart,Returned 
18856,10177,2022-03-14,2022-03-26,bluedart,Returned 
18857,6050,2021-12-22,2022-01-01,bluedart,Returned 
18858,11086,2021-11-09,2021-11-22,bluedart,Returned 
18859,10474,2021-09-29,2021-10-08,bluedart,Returned 
18860,1324,2021-09-23,2021-10-06,bluedart,Returned 
18861,6769,2021-09-07,2021-09-14,bluedart,Returned 
18862,16819,2021-07-16,2021-07-23,bluedart,Returned 
18863,818,2021-07-09,2021-07-17,bluedart,Returned 
18864,19240,2021-06-29,2021-07-08,bluedart,Returned 
18865,1899,2021-06-19,2021-06-30,bluedart,Returned 
18866,19424,2021-06-10,2021-06-18,bluedart,Returned 
18867,16825,2021-05-23,2021-06-05,bluedart,Returned 
18868,5651,2021-04-25,2021-05-03,bluedart,Returned 
18869,11110,2021-03-17,2021-03-25,bluedart,Returned 
18870,5446,2021-03-11,2021-03-20,bluedart,Returned 
18871,19311,2021-02-14,2021-02-22,bluedart,Returned 
18872,302,2021-02-12,2021-02-19,bluedart,Returned 
18873,4509,2021-01-24,2021-02-01,bluedart,Returned 
18874,10034,2021-01-21,2021-02-04,bluedart,Returned 
18875,5640,2021-01-16,2021-01-26,bluedart,Returned 
18876,7013,2020-11-30,2020-12-09,bluedart,Returned 
18877,1948,2020-10-30,2020-11-06,bluedart,Returned 
18878,17212,2020-10-21,2020-11-03,bluedart,Returned 
18879,9217,2020-10-11,2020-10-25,bluedart,Returned 
18880,15303,2020-09-16,2020-09-26,bluedart,Returned 
18881,4382,2020-08-07,2020-08-14,bluedart,Returned 
18882,5427,2020-08-10,2020-08-23,bluedart,Returned 
18883,2211,2020-06-18,2020-06-29,bluedart,Returned 
18884,19623,2020-06-07,2020-06-17,bluedart,Returned 
18885,18317,2020-06-05,2020-06-18,bluedart,Returned 
18886,7605,2020-05-24,2020-06-05,bluedart,Returned 
18887,7165,2020-05-03,2020-05-16,bluedart,Returned 
18888,6528,2020-03-17,2020-03-27,bluedart,Returned 
18889,7814,2020-02-19,2020-03-01,bluedart,Returned 
18890,21116,2024-05-16,2024-05-23,bluedart,Returned 
18891,21338,2024-02-23,2024-03-02,bluedart,Returned 
18892,4510,2024-02-08,2024-02-17,bluedart,Returned 
18893,4497,2024-01-24,2024-02-02,bluedart,Returned 
18894,21286,2024-01-21,2024-02-03,bluedart,Returned 
18895,3850,2024-01-10,2024-01-23,bluedart,Returned 
18896,246,2023-12-23,2024-01-02,bluedart,Returned 
18897,2271,2023-12-12,2023-12-25,bluedart,Returned 
18898,4948,2023-11-27,2023-12-08,bluedart,Returned 
18899,7545,2023-10-09,2023-10-20,bluedart,Returned 
18900,1532,2023-09-28,2023-10-07,bluedart,Returned 
18901,16734,2023-09-08,2023-09-21,bluedart,Returned 
18902,7570,2023-09-01,2023-09-14,bluedart,Returned 
18903,550,2023-08-31,2023-09-10,bluedart,Returned 
18904,20693,2023-08-31,2023-09-10,bluedart,Returned 
18905,17257,2023-08-23,2023-08-30,bluedart,Returned 
18906,2566,2023-08-08,2023-08-16,bluedart,Returned 
18907,11774,2023-07-25,2023-08-06,bluedart,Returned 
18908,5283,2023-07-24,2023-08-02,bluedart,Returned 
18909,4750,2023-07-09,2023-07-17,bluedart,Returned 
18910,9170,2023-06-28,2023-07-08,bluedart,Returned 
18911,15460,2023-06-10,2023-06-22,bluedart,Returned 
18912,9943,2023-06-07,2023-06-19,bluedart,Returned 
18913,6161,2023-06-07,2023-06-20,bluedart,Returned 
18914,12539,2023-06-03,2023-06-14,bluedart,Returned 
18915,179,2023-05-19,2023-05-28,bluedart,Returned 
18916,11091,2023-05-06,2023-05-15,bluedart,Returned 
18917,13950,2023-04-23,2023-05-03,bluedart,Returned 
18918,19364,2023-04-21,2023-05-04,bluedart,Returned 
18919,3795,2023-04-10,2023-04-18,bluedart,Returned 
18920,12075,2023-03-23,2023-03-30,bluedart,Returned 
18921,8554,2023-02-19,2023-03-02,bluedart,Returned 
18922,9041,2023-01-18,2023-01-29,bluedart,Returned 
18923,7590,2023-01-15,2023-01-22,bluedart,Returned 
18924,5958,2022-11-26,2022-12-10,bluedart,Returned 
18925,17955,2022-11-21,2022-12-02,bluedart,Returned 
18926,16018,2022-11-23,2022-12-05,bluedart,Returned 
18927,19873,2022-10-18,2022-10-28,bluedart,Returned 
18928,7715,2022-10-07,2022-10-21,bluedart,Returned 
18929,10495,2022-10-01,2022-10-13,bluedart,Returned 
18930,17142,2022-09-29,2022-10-13,bluedart,Returned 
18931,18718,2022-09-30,2022-10-11,bluedart,Returned 
18932,4092,2022-09-27,2022-10-10,bluedart,Returned 
18933,14660,2022-09-18,2022-09-28,bluedart,Returned 
18934,9720,2022-09-09,2022-09-22,bluedart,Returned 
18935,12271,2022-09-05,2022-09-16,bluedart,Returned 
18936,17293,2022-08-21,2022-09-01,bluedart,Returned 
18937,20370,2022-08-10,2022-08-18,bluedart,Returned 
18938,5433,2022-08-03,2022-08-12,bluedart,Returned 
18939,6241,2022-06-10,2022-06-22,bluedart,Returned 
18940,10959,2022-05-29,2022-06-06,bluedart,Returned 
18941,6632,2022-05-29,2022-06-11,bluedart,Returned 
18942,5547,2022-04-05,2022-04-12,bluedart,Returned 
18943,15668,2022-03-28,2022-04-06,bluedart,Returned 
18944,14676,2022-03-22,2022-04-01,bluedart,Returned 
18945,12865,2022-03-12,2022-03-23,bluedart,Returned 
18946,2046,2022-02-08,2022-02-21,bluedart,Returned 
18947,337,2022-01-26,2022-02-03,bluedart,Returned 
18948,7633,2022-01-18,2022-01-27,bluedart,Returned 
18949,8722,2021-11-28,2021-12-09,bluedart,Returned 
18950,11268,2021-10-14,2021-10-27,bluedart,Returned 
18951,8713,2021-10-08,2021-10-15,bluedart,Returned 
18952,10042,2021-10-04,2021-10-14,bluedart,Returned 
18953,16022,2021-10-04,2021-10-18,bluedart,Returned 
18954,19118,2021-10-01,2021-10-12,bluedart,Returned 
18955,6043,2021-09-26,2021-10-09,bluedart,Returned 
18956,2632,2021-09-26,2021-10-10,bluedart,Returned 
18957,12178,2021-09-13,2021-09-23,bluedart,Returned 
18958,6672,2021-09-02,2021-09-14,bluedart,Returned 
18959,7753,2021-08-09,2021-08-20,bluedart,Returned 
18960,5708,2021-07-16,2021-07-23,bluedart,Returned 
18961,7712,2021-07-18,2021-08-01,bluedart,Returned 
18962,2836,2021-07-13,2021-07-20,bluedart,Returned 
18963,13993,2021-06-14,2021-06-24,bluedart,Returned 
18964,19992,2021-06-10,2021-06-19,bluedart,Returned 
18965,20229,2021-06-08,2021-06-17,bluedart,Returned 
18966,19156,2021-05-13,2021-05-25,bluedart,Returned 
18967,20553,2021-05-03,2021-05-15,bluedart,Returned 
18968,17898,2021-04-17,2021-04-24,bluedart,Returned 
18969,17129,2021-04-12,2021-04-20,bluedart,Returned 
18970,12393,2021-04-09,2021-04-16,bluedart,Returned 
18971,14148,2021-03-23,2021-04-02,bluedart,Returned 
18972,2540,2021-03-14,2021-03-27,bluedart,Returned 
18973,15348,2021-03-12,2021-03-24,bluedart,Returned 
18974,14394,2021-03-07,2021-03-15,bluedart,Returned 
18975,15870,2021-02-23,2021-03-05,bluedart,Returned 
18976,16590,2021-02-02,2021-02-16,bluedart,Returned 
18977,320,2021-01-21,2021-01-28,bluedart,Returned 
18978,1384,2021-01-17,2021-01-27,bluedart,Returned 
18979,8869,2021-01-16,2021-01-28,bluedart,Returned 
18980,385,2020-12-27,2021-01-09,bluedart,Returned 
18981,9528,2020-12-12,2020-12-25,bluedart,Returned 
18982,277,2020-11-28,2020-12-11,bluedart,Returned 
18983,8762,2020-11-23,2020-12-04,bluedart,Returned 
18984,11238,2020-09-18,2020-10-01,bluedart,Returned 
18985,2501,2020-09-05,2020-09-19,bluedart,Returned 
18986,7181,2020-07-14,2020-07-24,bluedart,Returned 
18987,3271,2020-06-07,2020-06-16,bluedart,Returned 
18988,15015,2020-06-03,2020-06-14,bluedart,Returned 
18989,8701,2020-04-22,2020-05-04,bluedart,Returned 
18990,2333,2020-04-14,2020-04-27,bluedart,Returned 
18991,18723,2020-04-08,2020-04-21,bluedart,Returned 
18992,21481,2024-06-01,2024-06-08,bluedart,Returned 
18993,20984,2024-05-28,2024-06-05,bluedart,Returned 
18994,21612,2024-05-25,2024-06-08,bluedart,Returned 
18995,21158,2024-04-29,2024-05-07,bluedart,Returned 
18996,21266,2024-04-23,2024-05-05,bluedart,Returned 
18997,21380,2024-03-29,2024-04-11,bluedart,Returned 
18998,21053,2024-02-21,2024-03-01,bluedart,Returned 
18999,7602,2024-02-13,2024-02-20,bluedart,Returned 
19000,21439,2024-02-02,2024-02-15,bluedart,Returned 
19001,21571,2024-01-31,2024-02-07,bluedart,Returned 
19002,5112,2023-12-28,2024-01-11,bluedart,Returned 
19003,6019,2023-12-16,2023-12-23,bluedart,Returned 
19004,656,2023-10-18,2023-10-30,bluedart,Returned 
19005,18089,2023-09-29,2023-10-11,bluedart,Returned 
19006,9507,2023-09-17,2023-09-27,bluedart,Returned 
19007,17915,2023-08-20,2023-09-01,bluedart,Returned 
19008,13984,2023-08-13,2023-08-24,bluedart,Returned 
19009,10544,2023-08-04,2023-08-14,bluedart,Returned 
19010,12649,2023-07-22,2023-08-02,bluedart,Returned 
19011,19702,2023-07-16,2023-07-27,bluedart,Returned 
19012,18096,2023-05-14,2023-05-22,bluedart,Returned 
19013,11683,2023-04-26,2023-05-07,bluedart,Returned 
19014,8465,2023-04-23,2023-05-07,bluedart,Returned 
19015,15323,2023-04-06,2023-04-17,bluedart,Returned 
19016,940,2023-03-29,2023-04-05,bluedart,Returned 
19017,7858,2023-03-29,2023-04-06,bluedart,Returned 
19018,15024,2023-03-26,2023-04-03,bluedart,Returned 
19019,4624,2023-03-01,2023-03-08,bluedart,Returned 
19020,15884,2023-02-07,2023-02-20,bluedart,Returned 
19021,16808,2022-12-29,2023-01-07,bluedart,Returned 
19022,19619,2022-11-25,2022-12-06,bluedart,Returned 
19023,12894,2022-10-07,2022-10-18,bluedart,Returned 
19024,19227,2022-10-04,2022-10-13,bluedart,Returned 
19025,20530,2022-09-18,2022-09-28,bluedart,Returned 
19026,13162,2022-09-16,2022-09-30,bluedart,Returned 
19027,17595,2022-09-11,2022-09-25,bluedart,Returned 
19028,14740,2022-08-13,2022-08-26,bluedart,Returned 
19029,7949,2022-08-09,2022-08-19,bluedart,Returned 
19030,14560,2022-07-31,2022-08-08,bluedart,Returned 
19031,14762,2022-07-27,2022-08-05,bluedart,Returned 
19032,18760,2022-07-25,2022-08-03,bluedart,Returned 
19033,20276,2022-07-18,2022-07-25,bluedart,Returned 
19034,13741,2022-06-29,2022-07-07,bluedart,Returned 
19035,16146,2022-06-27,2022-07-05,bluedart,Returned 
19036,10836,2022-06-17,2022-06-27,bluedart,Returned 
19037,4958,2022-06-09,2022-06-16,bluedart,Returned 
19038,14048,2022-06-10,2022-06-23,bluedart,Returned 
19039,13250,2022-06-08,2022-06-19,bluedart,Returned 
19040,728,2022-05-29,2022-06-08,bluedart,Returned 
19041,1907,2022-05-26,2022-06-02,bluedart,Returned 
19042,18479,2022-04-24,2022-05-01,bluedart,Returned 
19043,14685,2022-04-22,2022-05-01,bluedart,Returned 
19044,10094,2022-04-13,2022-04-23,bluedart,Returned 
19045,12367,2022-04-12,2022-04-26,bluedart,Returned 
19046,1412,2022-04-03,2022-04-13,bluedart,Returned 
19047,664,2022-03-26,2022-04-06,bluedart,Returned 
19048,10844,2021-12-30,2022-01-09,bluedart,Returned 
19049,2661,2021-12-27,2022-01-04,bluedart,Returned 
19050,3506,2021-11-13,2021-11-27,bluedart,Returned 
19051,7303,2021-10-27,2021-11-10,bluedart,Returned 
19052,2837,2021-10-01,2021-10-13,bluedart,Returned 
19053,14536,2021-09-22,2021-10-02,bluedart,Returned 
19054,3772,2021-09-20,2021-09-30,bluedart,Returned 
19055,14034,2021-09-07,2021-09-20,bluedart,Returned 
19056,9577,2021-09-07,2021-09-17,bluedart,Returned 
19057,11591,2021-07-31,2021-08-14,bluedart,Returned 
19058,3070,2021-07-25,2021-08-06,bluedart,Returned 
19059,14111,2021-07-24,2021-08-06,bluedart,Returned 
19060,15407,2021-07-07,2021-07-19,bluedart,Returned 
19061,8818,2021-07-05,2021-07-17,bluedart,Returned 
19062,15390,2021-06-21,2021-07-03,bluedart,Returned 
19063,9286,2021-06-15,2021-06-22,bluedart,Returned 
19064,10911,2021-06-16,2021-06-29,bluedart,Returned 
19065,5992,2021-06-14,2021-06-24,bluedart,Returned 
19066,17210,2021-06-11,2021-06-22,bluedart,Returned 
19067,20267,2021-06-08,2021-06-20,bluedart,Returned 
19068,12376,2021-05-06,2021-05-19,bluedart,Returned 
19069,57,2021-05-04,2021-05-15,bluedart,Returned 
19070,5361,2021-04-23,2021-04-30,bluedart,Returned 
19071,6959,2021-04-10,2021-04-18,bluedart,Returned 
19072,15113,2021-04-07,2021-04-21,bluedart,Returned 
19073,9615,2021-04-10,2021-04-21,bluedart,Returned 
19074,9416,2021-04-06,2021-04-18,bluedart,Returned 
19075,18093,2021-04-04,2021-04-18,bluedart,Returned 
19076,6322,2021-03-18,2021-03-27,bluedart,Returned 
19077,135,2021-03-03,2021-03-11,bluedart,Returned 
19078,7399,2021-02-04,2021-02-11,bluedart,Returned 
19079,4816,2020-12-25,2021-01-06,bluedart,Returned 
19080,9995,2020-12-23,2021-01-06,bluedart,Returned 
19081,16832,2020-09-24,2020-10-07,bluedart,Returned 
19082,15383,2020-09-10,2020-09-20,bluedart,Returned 
19083,5858,2020-08-15,2020-08-23,bluedart,Returned 
19084,6253,2020-08-07,2020-08-19,bluedart,Returned 
19085,4334,2020-08-02,2020-08-13,bluedart,Returned 
19086,3470,2020-06-22,2020-07-02,bluedart,Returned 
19087,1496,2020-06-22,2020-06-29,bluedart,Returned 
19088,18063,2020-06-05,2020-06-17,bluedart,Returned 
19089,2552,2020-05-26,2020-06-04,bluedart,Returned 
19090,9427,2020-04-29,2020-05-12,bluedart,Returned 
19091,3440,2020-02-23,2020-03-01,bluedart,Returned 
19092,2881,2020-02-06,2020-02-18,bluedart,Returned 
19093,8385,2020-01-17,2020-01-30,bluedart,Returned 
19094,21274,2024-07-25,2024-08-07,bluedart,Returned 
19095,21497,2024-07-01,2024-07-12,bluedart,Returned 
19096,21551,2024-05-30,2024-06-09,bluedart,Returned 
19097,21294,2024-05-30,2024-06-13,bluedart,Returned 
19098,21581,2024-05-19,2024-05-29,bluedart,Returned 
19099,454,2024-02-03,2024-02-11,bluedart,Returned 
19100,3446,2024-01-17,2024-01-27,bluedart,Returned 
19101,10642,2024-01-12,2024-01-23,bluedart,Returned 
19102,6224,2024-01-05,2024-01-17,bluedart,Returned 
19103,12860,2023-10-29,2023-11-12,bluedart,Returned 
19104,9848,2023-10-24,2023-11-05,bluedart,Returned 
19105,17921,2023-10-21,2023-11-03,bluedart,Returned 
19106,1165,2023-09-25,2023-10-09,bluedart,Returned 
19107,8146,2023-09-16,2023-09-24,bluedart,Returned 
19108,3382,2023-09-08,2023-09-18,bluedart,Returned 
19109,7871,2023-09-03,2023-09-10,bluedart,Returned 
19110,11711,2023-08-04,2023-08-12,bluedart,Returned 
19111,19698,2023-07-18,2023-07-31,bluedart,Returned 
19112,18446,2023-07-12,2023-07-23,bluedart,Returned 
19113,3016,2023-07-08,2023-07-19,bluedart,Returned 
19114,13870,2023-07-02,2023-07-09,bluedart,Returned 
19115,1111,2023-06-16,2023-06-26,bluedart,Returned 
19116,10769,2023-06-13,2023-06-21,bluedart,Returned 
19117,1618,2023-06-08,2023-06-20,bluedart,Returned 
19118,1437,2023-05-30,2023-06-09,bluedart,Returned 
19119,15029,2023-05-27,2023-06-03,bluedart,Returned 
19120,6995,2023-04-26,2023-05-06,bluedart,Returned 
19121,20422,2023-04-01,2023-04-11,bluedart,Returned 
19122,13645,2023-03-27,2023-04-09,bluedart,Returned 
19123,20075,2023-03-17,2023-03-28,bluedart,Returned 
19124,15904,2023-02-08,2023-02-22,bluedart,Returned 
19125,15101,2023-02-02,2023-02-14,bluedart,Returned 
19126,1245,2022-12-27,2023-01-09,bluedart,Returned 
19127,5742,2022-12-25,2023-01-08,bluedart,Returned 
19128,19097,2022-11-27,2022-12-05,bluedart,Returned 
19129,17492,2022-11-10,2022-11-17,bluedart,Returned 
19130,6021,2022-10-08,2022-10-21,bluedart,Returned 
19131,15246,2022-08-27,2022-09-04,bluedart,Returned 
19132,5977,2022-07-24,2022-08-07,bluedart,Returned 
19133,9993,2022-07-17,2022-07-31,bluedart,Returned 
19134,15340,2022-07-13,2022-07-24,bluedart,Returned 
19135,5284,2022-06-29,2022-07-13,bluedart,Returned 
19136,7001,2022-05-03,2022-05-15,bluedart,Returned 
19137,7723,2022-04-09,2022-04-23,bluedart,Returned 
19138,8635,2022-03-24,2022-03-31,bluedart,Returned 
19139,4207,2022-03-20,2022-03-27,bluedart,Returned 
19140,10722,2022-03-13,2022-03-25,bluedart,Returned 
19141,20919,2022-03-05,2022-03-18,bluedart,Returned 
19142,12198,2022-02-10,2022-02-18,bluedart,Returned 
19143,141,2022-01-03,2022-01-10,bluedart,Returned 
19144,4204,2021-12-29,2022-01-07,bluedart,Returned 
19145,7546,2021-12-20,2021-12-30,bluedart,Returned 
19146,7429,2021-12-14,2021-12-22,bluedart,Returned 
19147,6635,2021-11-14,2021-11-23,bluedart,Returned 
19148,266,2021-10-30,2021-11-10,bluedart,Returned 
19149,10092,2021-10-15,2021-10-22,bluedart,Returned 
19150,9172,2021-09-27,2021-10-09,bluedart,Returned 
19151,2959,2021-07-23,2021-08-05,bluedart,Returned 
19152,1425,2021-07-11,2021-07-23,bluedart,Returned 
19153,3798,2021-06-13,2021-06-21,bluedart,Returned 
19154,8424,2021-06-05,2021-06-13,bluedart,Returned 
19155,10867,2021-05-14,2021-05-24,bluedart,Returned 
19156,1019,2021-05-03,2021-05-11,bluedart,Returned 
19157,15236,2021-04-17,2021-04-25,bluedart,Returned 
19158,15961,2021-03-30,2021-04-13,bluedart,Returned 
19159,18910,2021-03-17,2021-03-27,bluedart,Returned 
19160,18147,2021-03-17,2021-03-26,bluedart,Returned 
19161,20748,2021-03-06,2021-03-14,bluedart,Returned 
19162,3998,2021-02-06,2021-02-17,bluedart,Returned 
19163,4586,2021-01-25,2021-02-01,bluedart,Returned 
19164,2068,2021-01-23,2021-02-03,bluedart,Returned 
19165,8682,2021-01-22,2021-01-30,bluedart,Returned 
19166,3746,2020-12-31,2021-01-09,bluedart,Returned 
19167,3649,2020-11-09,2020-11-21,bluedart,Returned 
19168,2720,2020-10-28,2020-11-04,bluedart,Returned 
19169,4935,2020-10-16,2020-10-24,bluedart,Returned 
19170,9843,2020-09-19,2020-09-30,bluedart,Returned 
19171,6513,2020-09-12,2020-09-22,bluedart,Returned 
19172,18369,2020-09-10,2020-09-21,bluedart,Returned 
19173,8706,2020-09-07,2020-09-20,bluedart,Returned 
19174,209,2020-07-29,2020-08-11,bluedart,Returned 
19175,5437,2020-07-11,2020-07-18,bluedart,Returned 
19176,2872,2020-07-05,2020-07-17,bluedart,Returned 
19177,6456,2020-07-06,2020-07-14,bluedart,Returned 
19178,11132,2020-06-11,2020-06-21,bluedart,Returned 
19179,2335,2020-06-08,2020-06-18,bluedart,Returned 
19180,4168,2020-05-29,2020-06-05,bluedart,Returned 
19181,13441,2020-04-26,2020-05-08,bluedart,Returned 
19182,3159,2020-03-24,2020-04-07,bluedart,Returned 
19183,21524,2024-04-25,2024-05-06,bluedart,Returned 
19184,21515,2024-03-26,2024-04-05,bluedart,Returned 
19185,21513,2024-03-24,2024-04-06,bluedart,Returned 
19186,21557,2024-02-23,2024-03-03,bluedart,Returned 
19187,7270,2024-01-27,2024-02-07,bluedart,Returned 
19188,7348,2023-11-15,2023-11-29,bluedart,Returned 
19189,8597,2023-11-04,2023-11-16,bluedart,Returned 
19190,6698,2023-10-31,2023-11-07,bluedart,Returned 
19191,9851,2023-10-23,2023-11-05,bluedart,Returned 
19192,5084,2023-10-19,2023-11-02,bluedart,Returned 
19193,2234,2023-10-09,2023-10-21,bluedart,Returned 
19194,11409,2023-09-10,2023-09-24,bluedart,Returned 
19195,164,2023-09-06,2023-09-16,bluedart,Returned 
19196,19389,2023-08-23,2023-09-02,bluedart,Returned 
19197,14504,2023-08-08,2023-08-20,bluedart,Returned 
19198,7126,2023-08-06,2023-08-17,bluedart,Returned 
19199,18888,2023-07-29,2023-08-10,bluedart,Returned 
19200,12667,2023-06-29,2023-07-07,bluedart,Returned 
19201,5531,2023-06-12,2023-06-23,bluedart,Returned 
19202,7677,2023-06-05,2023-06-12,bluedart,Returned 
19203,120,2023-05-30,2023-06-09,bluedart,Returned 
19204,5095,2023-05-11,2023-05-23,bluedart,Returned 
19205,20289,2023-04-16,2023-04-29,bluedart,Returned 
19206,5130,2023-04-18,2023-04-27,bluedart,Returned 
19207,17814,2023-04-09,2023-04-19,bluedart,Returned 
19208,14756,2023-03-27,2023-04-10,bluedart,Returned 
19209,18005,2023-03-28,2023-04-08,bluedart,Returned 
19210,12463,2023-03-05,2023-03-14,bluedart,Returned 
19211,7794,2023-02-25,2023-03-09,bluedart,Returned 
19212,14765,2023-02-06,2023-02-20,bluedart,Returned 
19213,1277,2023-01-23,2023-01-30,bluedart,Returned 
19214,19893,2022-12-24,2022-12-31,bluedart,Returned 
19215,16806,2022-11-21,2022-12-02,bluedart,Returned 
19216,19895,2022-11-04,2022-11-13,bluedart,Returned 
19217,20843,2022-10-01,2022-10-12,bluedart,Returned 
19218,18731,2022-09-20,2022-09-29,bluedart,Returned 
19219,6417,2022-09-09,2022-09-22,bluedart,Returned 
19220,14751,2022-08-16,2022-08-29,bluedart,Returned 
19221,15136,2022-08-14,2022-08-26,bluedart,Returned 
19222,3221,2022-07-27,2022-08-10,bluedart,Returned 
19223,16063,2022-07-22,2022-08-02,bluedart,Returned 
19224,18385,2022-06-19,2022-06-29,bluedart,Returned 
19225,8471,2022-06-10,2022-06-20,bluedart,Returned 
19226,16639,2022-06-07,2022-06-15,bluedart,Returned 
19227,2844,2022-06-07,2022-06-18,bluedart,Returned 
19228,13224,2022-06-03,2022-06-13,bluedart,Returned 
19229,12161,2022-05-21,2022-05-30,bluedart,Returned 
19230,13492,2022-05-14,2022-05-28,bluedart,Returned 
